Desc	Family ID	S_dalli	E_babai	V_penis	S_velum	T_virginea	A_californica	C_concholepas	H_cracherodii	D_sirenkoi	V_oligotropha	L_scabra	C_septemvalvis	S_philippinensis	N_pompilius	N_megatrapezata	L_anatina	S_atlantica	A_discrepans	P_vernedei	O_vulgaris
(null)	OG0002176	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	OG0002177	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002178	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002179	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002180	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1
(null)	OG0002181	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
(null)	OG0002182	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0
(null)	OG0002183	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0
(null)	OG0002184	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1
(null)	OG0002185	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002186	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002187	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
(null)	OG0002188	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002189	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
(null)	OG0002190	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
(null)	OG0002191	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002192	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
(null)	OG0002193	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002194	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0
(null)	OG0002195	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002196	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002197	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002198	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0002199	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1
(null)	OG0002200	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002201	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0
(null)	OG0002202	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1
(null)	OG0002203	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0
(null)	OG0002204	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002205	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002206	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
(null)	OG0002207	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0
(null)	OG0002208	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0
(null)	OG0002209	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
(null)	OG0002210	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
(null)	OG0002211	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
(null)	OG0002212	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	OG0002213	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0
(null)	OG0002214	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1
(null)	OG0002215	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002216	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002217	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0002218	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
(null)	OG0002219	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0002220	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002221	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0
(null)	OG0002222	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002223	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
(null)	OG0002224	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1
(null)	OG0002225	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0002226	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0002227	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0
(null)	OG0002228	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002229	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002230	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002231	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
(null)	OG0002232	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1
(null)	OG0002233	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002234	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
(null)	OG0002235	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
(null)	OG0002236	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002237	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2
(null)	OG0002238	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
(null)	OG0002239	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002240	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002241	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0
(null)	OG0002242	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	OG0002243	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
(null)	OG0002244	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002245	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0
(null)	OG0002246	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0002247	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
(null)	OG0002248	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0
(null)	OG0002249	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002250	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	OG0002251	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002252	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002253	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
(null)	OG0002254	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0
(null)	OG0002255	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
(null)	OG0002256	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1
(null)	OG0002257	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
(null)	OG0002258	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
(null)	OG0002259	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0
(null)	OG0002260	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002261	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002262	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002263	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0
(null)	OG0002264	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
(null)	OG0002265	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0
(null)	OG0002266	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0
(null)	OG0002267	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1
(null)	OG0002268	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	OG0002269	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	OG0002270	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	OG0002271	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002272	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002273	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	OG0002274	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	OG0002275	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002276	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0002277	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
(null)	OG0002278	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
(null)	OG0002279	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
(null)	OG0002280	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
(null)	OG0002281	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
(null)	OG0002282	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
(null)	OG0002283	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
(null)	OG0002284	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
(null)	OG0002285	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
(null)	OG0002286	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0002287	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
(null)	OG0002288	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
(null)	OG0002289	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002290	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
(null)	OG0002291	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0002292	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002293	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
(null)	OG0002294	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
(null)	OG0002295	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002296	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0
(null)	OG0002297	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
(null)	OG0002298	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
(null)	OG0002299	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002300	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0002301	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002302	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
(null)	OG0002303	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	OG0002304	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
(null)	OG0002305	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
(null)	OG0002306	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
(null)	OG0002307	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0
(null)	OG0002308	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
(null)	OG0002309	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
(null)	OG0002310	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002311	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002312	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002313	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
(null)	OG0002314	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002315	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0002316	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
(null)	OG0002317	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
(null)	OG0002318	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002319	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002320	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002321	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002322	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002323	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002324	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
(null)	OG0002325	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
(null)	OG0002326	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
(null)	OG0002327	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002328	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002329	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
(null)	OG0002330	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0002331	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
(null)	OG0002332	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002333	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002334	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002335	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002336	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002337	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002338	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0002339	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002340	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002341	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002342	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0
(null)	OG0002343	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002344	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0002345	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002346	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002347	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
(null)	OG0002348	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
(null)	OG0002349	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0002350	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
(null)	OG0002351	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002352	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
(null)	OG0002353	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002354	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
(null)	OG0002355	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(null)	OG0002356	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
(null)	OG0002357	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
(null)	OG0002358	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002359	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(null)	OG0002360	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
(null)	OG0002361	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002362	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002363	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0
(null)	OG0002364	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0002365	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002366	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
(null)	OG0002367	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
(null)	OG0002368	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
(null)	OG0002369	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002370	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0
(null)	OG0002371	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
(null)	OG0002372	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002373	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0
(null)	OG0002374	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
(null)	OG0002375	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0
(null)	OG0002376	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0002377	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0
(null)	OG0002378	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002379	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002380	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
(null)	OG0002381	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0002382	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0002383	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
(null)	OG0002384	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002385	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
(null)	OG0002386	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0
(null)	OG0002387	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002388	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0
(null)	OG0002389	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002390	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0002391	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002392	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
(null)	OG0002393	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0002394	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
(null)	OG0002395	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002396	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0
(null)	OG0002397	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002398	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0002399	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0002400	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1
(null)	OG0002401	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0002402	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0002403	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1
(null)	OG0002404	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1
(null)	OG0002405	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0002406	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1
(null)	OG0002407	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1
(null)	OG0002408	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2
(null)	OG0002409	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1
(null)	OG0002410	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0
(null)	OG0002411	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0
(null)	OG0002412	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0
(null)	OG0002413	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1
(null)	OG0002414	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1
(null)	OG0002415	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002416	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0
(null)	OG0002417	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0
(null)	OG0002418	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002419	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0
(null)	OG0002420	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002421	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0
(null)	OG0002422	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2
(null)	OG0002423	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0
(null)	OG0002424	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1
(null)	OG0002425	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1
(null)	OG0002426	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1
(null)	OG0002427	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
(null)	OG0002428	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1
(null)	OG0002429	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1
(null)	OG0002430	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2
(null)	OG0002431	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1
(null)	OG0002432	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2
(null)	OG0002433	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1
(null)	OG0002434	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1
(null)	OG0002435	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1
(null)	OG0002436	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0
(null)	OG0002437	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1
(null)	OG0002438	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1
(null)	OG0002439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1
(null)	OG0002440	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1
(null)	OG0002441	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0
(null)	OG0002442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
(null)	OG0002443	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1
(null)	OG0002444	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0002445	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
(null)	OG0002446	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
(null)	OG0002447	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
(null)	OG0002448	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
(null)	OG0002449	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
(null)	OG0002450	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
(null)	OG0002451	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0
(null)	OG0002452	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
